latency,type,valid,rotation,distance,block
4160.900703603838,face,1,13,4,3
4162.644330510157,object,1,84,19,3
4164.288035147081,object,0,54,72,3
4166.031657753367,face,1,112,1,3
4168.0196816198295,object,1,14,80,3
4169.7409549652075,face,1,114,2,3
4171.7067229713575,face,1,8,4,3
4173.628004957078,body,1,165,6,3
4175.216248244644,object,1,129,2,3
4176.981986059443,body,1,12,11,3
4178.6035190366965,body,1,72,28,3
4180.235975542382,face,1,72,3,3
4181.8019457695045,face,1,8,1,3
4183.423663648049,object,1,49,7,3
4185.022728663258,body,1,128,4,3
4186.899651029744,object,1,136,5,3
4188.432275966508,body,1,109,9,3
4190.209132462289,body,0,0,2,3
4192.108525590491,body,0,9,2,3
4194.018407944051,body,1,22,11,3
4195.995334780542,body,0,77,4,3
4198.016552235858,object,0,116,7,3
4199.926742091877,body,0,77,4,3
4201.737198928764,body,0,11,1,3
4203.46960290437,body,0,141,2,3
4205.046627761025,object,1,59,27,3
4206.6570922084065,body,1,109,9,3
4208.500504383512,object,0,164,8,3
4210.155288550057,face,0,24,4,3
4211.687883886712,face,1,93,1,3
4213.353863683995,body,1,117,5,3
4215.2085125899175,face,1,54,1,3
4217.085396155875,body,1,81,6,3
4218.917867002179,body,1,164,12,3
4220.894693637922,object,1,108,11,3
4222.427282474513,face,1,54,3,3
4224.093313672187,body,1,1,2,3
4225.87019071728,object,1,135,45,3
4227.735951053182,face,1,2,2,3
4229.768403639653,object,1,116,7,3
4231.589755155699,object,1,93,13,3
4233.333288161404,object,1,24,8,3
4234.999174157972,body,1,103,1,3
4236.6207327354205,body,1,13,14,3
4238.219903951438,face,1,113,2,3
4240.052481698338,body,0,22,5,3
4241.773873344733,body,1,13,11,3
4243.761647909298,object,1,104,48,3
4245.660858136107,object,1,37,27,3
4247.226693862205,body,1,1,2,3
4249.22587530817,face,1,94,1,3
4251.191716014757,object,1,73,11,3
4252.879688670466,object,1,75,3,3
4254.834427847163,face,1,53,1,3
4256.589114283168,body,1,117,5,3
4258.377156709481,object,1,24,9,3
4260.320658255252,body,1,141,3,3
4261.98646075117,object,1,60,9,3
4263.941457429712,object,1,62,21,3
4265.873656244046,face,1,85,1,3
4267.894894099634,body,1,32,9,3
4269.527436806093,body,1,128,4,3
4271.237721822428,body,1,179,9,3
4273.159136409042,body,1,51,9,3
4274.74710694392,body,1,2,5,3
4276.3685879206605,object,1,50,15,3
4278.278860077073,object,1,83,73,3
4279.866984263615,object,1,178,7,3
4281.4552788515575,body,1,22,11,3
4283.11003551801,face,1,0,6,3
4284.9091072735755,face,1,13,4,3
4286.708295130127,object,1,167,13,3
4288.651936076945,body,1,174,6,3
4290.206764073737,body,1,18,6,3
4291.772660600182,body,1,96,2,3
4293.727189275392,object,1,130,9,3
4295.58191978182,face,1,15,1,3
4297.547685287951,face,1,8,3,3
4299.4579008933215,body,1,52,8,3
4301.1347144186875,face,0,31,6,3
4302.922781845089,face,1,8,4,3
4304.577554711548,body,1,6,10,3
4306.521223558462,object,1,7,6,3
4308.498027494134,face,1,58,5,3
4310.441636840609,object,1,62,13,3
4312.218638337377,face,1,26,4,3
4313.895339961891,body,1,93,1,3
4315.594663349271,object,1,20,7,3
4317.5937357451185,object,1,59,5,3
4319.548351320991,body,1,12,4,3
4321.558549147041,object,1,75,4,3
4323.535450932628,body,1,22,5,3
4325.079093798879,face,1,55,5,3
4326.778431386367,body,1,153,9,3
4328.488531501294,face,1,48,5,3
4330.454437308377,body,1,179,9,3
4332.297990384453,object,1,59,27,3
4333.886180171481,object,1,20,7,3
4335.474165856969,object,1,16,14,3
4337.129105024695,face,1,2,2,3
4338.717120510526,object,1,7,6,3
4340.338638587666,face,1,43,5,3
4342.237717713477,object,1,62,21,3
4344.148145871077,object,1,16,14,3
4345.958314456715,face,1,72,3,3
4347.934944840235,face,1,15,2,3
4349.700873907335,object,1,57,1,3
4351.522242423627,object,1,83,82,3
4353.388044659718,body,1,140,9,3
4355.253916496469,body,1,27,6,3
4357.0197787629295,face,0,15,1,3
4358.818721817748,object,1,76,4,3
4360.71794814468,face,1,9,2,3
4362.483723210593,object,1,158,19,3
4364.427363857423,face,1,114,2,3
4366.115430213715,body,0,175,7,3
4367.84785728938,object,0,27,23,3
4369.391573556204,object,1,171,9,3
4371.157540123459,body,1,167,13,3
4372.823338568633,body,1,20,7,3
4374.844618624542,object,1,24,16,3
4376.632720951209,face,1,37,3,3
4378.4763075274095,object,1,47,7,3
4380.34197086269,face,0,111,2,3
4382.218847828597,face,1,14,3,3
4383.995851025378,face,1,67,4,3
4385.761799092506,object,1,15,24,3
4387.638550857693,body,1,132,3,3
4389.52670395482,body,1,84,2,3
4391.170439191876,face,1,101,3,3
4393.013803166497,face,1,8,3,3
4395.001726432209,face,1,37,3,3
4396.61242693066,body,1,4,13,3
4398.244689335101,object,1,166,5,3
4399.921694661694,object,1,143,43,3
4401.687546428191,body,1,166,5,3
4403.708963184923,face,1,5,2,3
4405.286014641897,object,1,122,10,3
4406.851717366968,face,1,10,3,3
4408.784204883501,object,1,81,11,3
4410.383453300106,body,1,103,1,3
4412.30498998765,face,1,13,1,3
4414.281695622572,face,0,9,2,3
4416.236229597707,object,1,34,7,3
4418.246568524832,face,1,48,5,3
4419.867884000545,object,1,32,50,3
4421.589289896088,body,1,153,9,3
4423.355183562919,body,1,4,13,3
4425.3430693282135,body,1,0,2,3
4427.153312114431,face,1,111,2,3
4429.096892760688,face,1,10,3,3
4430.884853986499,object,1,62,13,3
4432.606366133565,object,1,177,9,3
4434.316689850195,face,1,70,6,3
4435.882585976637,object,1,53,6,3
4437.626235683114,object,1,106,13,3
4439.391982748944,face,1,14,2,3
4441.080120505663,body,1,175,10,3
4442.612789742998,face,1,5,2,3
4444.489680409009,object,0,59,5,3
4446.466524094154,face,1,23,4,3
4448.298956940052,body,0,54,5,3
4450.175848806204,object,0,32,50,3
4451.88637172422,object,1,152,6,3
4453.496490869205,object,1,54,72,3
4455.451239545975,object,1,8,36,3
4457.139269101885,object,1,154,30,3
